date,product,category,description,sales,price,promo
2010-05-17,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,42,0.65,1.0
2010-05-24,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,327,0.7511111111111111,0.0
2010-05-31,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,36,0.65,1.0
2010-06-07,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,55,0.65,1.0
2010-06-21,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,162,0.65,1.0
2010-06-28,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,72,0.65,1.0
2010-07-05,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,15,0.9866666666666667,0.0
2010-07-12,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,121,0.8183333333333334,0.0
2010-07-19,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,111,0.9385714285714286,0.0
2010-07-26,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,454,0.75125,0.0
2010-08-02,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,36,0.65,1.0
2010-08-09,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,204,0.6166666666666667,1.0
2010-08-16,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,216,0.625,0.0
2010-08-23,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,103,0.9866666666666667,0.0
2010-08-30,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,90,0.65,0.0
2010-09-06,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,84,0.65,0.0
2010-09-13,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,129,1.0539999999999998,0.0
2010-09-20,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,64,0.65,1.0
2010-09-27,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,328,0.7511111111111111,0.0
2010-10-04,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,78,0.77625,0.0
2010-10-11,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,134,0.9385714285714285,0.0
2010-10-18,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,127,0.7942857142857144,0.0
2010-10-25,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,39,1.155,0.0
2010-11-01,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,178,0.751,0.0
2010-11-08,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,180,0.7276923076923077,0.0
2010-11-15,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,289,0.9783333333333334,0.0
2010-11-22,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,874,0.7443333333333334,0.0
2010-11-29,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,636,0.6428571428571429,1.0
2010-12-06,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,596,0.821304347826087,0.0
2010-12-13,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,226,0.65,1.0
2010-12-20,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,2,1.66,0.0
2011-01-03,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,121,0.65,1.0
2011-01-10,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,61,0.8460000000000001,0.0
2011-01-17,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,42,1.14,0.0
2011-01-24,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,218,1.0557142857142856,0.0
2011-01-31,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,221,0.8566666666666667,0.0
2011-02-07,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,470,1.09,0.0
2011-02-14,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,313,1.0175,0.0
2011-02-21,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,353,0.96,0.0
2011-02-28,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,301,0.845,0.0
2011-03-07,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,14,0.9766666666666666,0.0
2011-03-14,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,36,0.65,1.0
2011-03-21,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,42,1.14,0.0
2011-03-28,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,24,0.65,1.0
2011-04-04,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,237,0.895,0.0
2011-04-11,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,216,0.6300000000000001,1.0
2011-04-18,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,40,0.895,0.0
2011-04-25,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,50,0.9433333333333334,0.0
2011-05-02,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,235,0.7966666666666667,0.0
2011-05-09,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,145,0.65,1.0
2011-05-16,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,156,0.8460000000000001,0.0
2011-05-23,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,217,0.87,0.0
2011-05-30,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,148,0.9299999999999999,0.0
2011-06-06,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,300,0.76,0.0
2011-06-13,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,161,0.9433333333333334,0.0
2011-06-20,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,230,0.7966666666666667,0.0
2011-06-27,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,80,0.8460000000000001,0.0
2011-07-04,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,132,0.65,1.0
2011-07-11,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,168,0.6000000000000001,1.0
2011-07-18,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,48,0.65,1.0
2011-07-25,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,182,0.96,0.0
2011-08-01,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,191,0.8133333333333334,0.0
2011-08-08,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,46,1.14,0.0
2011-08-15,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,85,0.8460000000000001,0.0
2011-08-22,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,87,0.65,1.0
2011-08-29,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,328,0.9339999999999999,0.0
2011-09-05,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,520,0.9924999999999999,0.0
2011-09-12,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,239,0.895,0.0
2011-09-19,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,340,1.2374999999999998,0.0
2011-09-26,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,540,0.625,1.0
2011-10-03,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,48,0.65,1.0
2011-10-10,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,180,0.65,1.0
2011-10-17,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,80,0.8133333333333334,0.0
2011-10-24,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,65,0.79,0.0
2011-10-31,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,284,0.7828571428571429,0.0
2011-11-07,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,113,0.895,0.0
2011-11-14,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,280,0.7300000000000001,0.0
2011-11-21,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,339,0.8133333333333334,0.0
2011-11-28,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,344,0.7531578947368421,0.0
2011-12-05,21326,21,AGED GLASS SILVER T-LIGHT HOLDER,396,0.625,1.0
2009-11-30,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2009-12-07,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2009-12-14,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2010-01-04,21497,21,FANCY FONTS BIRTHDAY WRAP,175,0.42000000000000004,0.0
2010-01-11,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2010-01-18,21497,21,FANCY FONTS BIRTHDAY WRAP,750,0.4066666666666667,0.0
2010-01-25,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2010-02-01,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2010-02-08,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2010-02-15,21497,21,FANCY FONTS BIRTHDAY WRAP,175,0.42,0.0
2010-02-22,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2010-03-01,21497,21,FANCY FONTS BIRTHDAY WRAP,250,0.42000000000000004,0.0
2010-03-08,21497,21,FANCY FONTS BIRTHDAY WRAP,175,0.42,0.0
2010-03-15,21497,21,FANCY FONTS BIRTHDAY WRAP,200,0.41,0.0
2010-03-22,21497,21,FANCY FONTS BIRTHDAY WRAP,200,0.42,0.0
2010-04-05,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2010-04-12,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2010-04-19,21497,21,FANCY FONTS BIRTHDAY WRAP,175,0.4066666666666667,0.0
2010-04-26,21497,21,FANCY FONTS BIRTHDAY WRAP,600,0.40857142857142853,0.0
2010-05-03,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2010-05-10,21497,21,FANCY FONTS BIRTHDAY WRAP,250,0.42000000000000004,0.0
2010-05-17,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2010-05-24,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2010-05-31,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2010-06-07,21497,21,FANCY FONTS BIRTHDAY WRAP,275,0.4,0.0
2010-06-14,21497,21,FANCY FONTS BIRTHDAY WRAP,250,0.42,0.0
2010-06-21,21497,21,FANCY FONTS BIRTHDAY WRAP,25,0.42,0.0
2010-06-28,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.4,0.0
2010-07-05,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2010-07-12,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2010-07-19,21497,21,FANCY FONTS BIRTHDAY WRAP,275,0.42000000000000004,0.0
2010-07-26,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2010-08-02,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2010-08-09,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2010-08-16,21497,21,FANCY FONTS BIRTHDAY WRAP,675,0.4,0.0
2010-08-23,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2010-08-30,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2010-09-06,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42,0.0
2010-09-13,21497,21,FANCY FONTS BIRTHDAY WRAP,175,0.42,0.0
2010-09-20,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2010-09-27,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2010-10-04,21497,21,FANCY FONTS BIRTHDAY WRAP,175,0.42000000000000004,0.0
2010-10-11,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2010-10-18,21497,21,FANCY FONTS BIRTHDAY WRAP,575,0.388,0.0
2010-10-25,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2010-11-01,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2010-11-08,21497,21,FANCY FONTS BIRTHDAY WRAP,175,0.42,0.0
2010-11-15,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2010-11-22,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42000000000000004,0.0
2010-11-29,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2010-12-06,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2011-01-03,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42000000000000004,0.0
2011-01-10,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2011-01-17,21497,21,FANCY FONTS BIRTHDAY WRAP,25,0.42,0.0
2011-01-24,21497,21,FANCY FONTS BIRTHDAY WRAP,25,0.42,0.0
2011-01-31,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2011-02-07,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2011-02-14,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2011-02-21,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2011-02-28,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2011-03-07,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2011-03-14,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2011-03-21,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2011-03-28,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2011-04-04,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2011-04-11,21497,21,FANCY FONTS BIRTHDAY WRAP,500,0.4111111111111111,0.0
2011-04-18,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2011-04-25,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2011-05-02,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2011-05-09,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2011-05-16,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2011-05-23,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2011-05-30,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2011-06-06,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2011-06-13,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42,0.0
2011-06-20,21497,21,FANCY FONTS BIRTHDAY WRAP,75,0.42,0.0
2011-06-27,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2011-07-04,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42000000000000004,0.0
2011-07-11,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2011-07-18,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2011-07-25,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2011-08-01,21497,21,FANCY FONTS BIRTHDAY WRAP,200,0.42,0.0
2011-08-08,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2011-08-15,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2011-08-22,21497,21,FANCY FONTS BIRTHDAY WRAP,50,0.42,0.0
2011-08-29,21497,21,FANCY FONTS BIRTHDAY WRAP,1000,0.34,1.0
2011-09-05,21497,21,FANCY FONTS BIRTHDAY WRAP,200,0.42,0.0
2011-09-12,21497,21,FANCY FONTS BIRTHDAY WRAP,25,0.42,0.0
2011-09-19,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2011-09-26,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2011-10-03,21497,21,FANCY FONTS BIRTHDAY WRAP,725,0.41,0.0
2011-10-10,21497,21,FANCY FONTS BIRTHDAY WRAP,475,0.4125,0.0
2011-10-17,21497,21,FANCY FONTS BIRTHDAY WRAP,125,0.42000000000000004,0.0
2011-10-24,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2011-10-31,21497,21,FANCY FONTS BIRTHDAY WRAP,450,0.414,0.0
2011-11-07,21497,21,FANCY FONTS BIRTHDAY WRAP,275,0.42,0.0
2011-11-14,21497,21,FANCY FONTS BIRTHDAY WRAP,150,0.42,0.0
2011-11-21,21497,21,FANCY FONTS BIRTHDAY WRAP,100,0.42,0.0
2011-11-28,21497,21,FANCY FONTS BIRTHDAY WRAP,175,0.42,0.0
2011-12-05,21497,21,FANCY FONTS BIRTHDAY WRAP,300,0.40800000000000003,0.0
2009-11-30,21498,21,RED RETROSPOT WRAP ,300,0.42,0.0
2009-12-07,21498,21,RED RETROSPOT WRAP ,475,0.41200000000000003,0.0
2009-12-14,21498,21,RED RETROSPOT WRAP ,175,0.42,0.0
2009-12-21,21498,21,RED RETROSPOT WRAP ,100,0.42,0.0
2010-01-04,21498,21,RED RETROSPOT WRAP ,300,0.42000000000000004,0.0
2010-01-11,21498,21,RED RETROSPOT WRAP ,225,0.42,0.0
2010-01-18,21498,21,RED RETROSPOT WRAP ,150,0.42000000000000004,0.0
2010-01-25,21498,21,RED RETROSPOT WRAP ,400,0.41,0.0
2010-02-01,21498,21,RED RETROSPOT WRAP ,475,0.42,0.0
2010-02-08,21498,21,RED RETROSPOT WRAP ,125,0.42000000000000004,0.0
2010-02-15,21498,21,RED RETROSPOT WRAP ,450,0.4127272727272727,0.0
2010-02-22,21498,21,RED RETROSPOT WRAP ,250,0.42,0.0
2010-03-01,21498,21,RED RETROSPOT WRAP ,200,0.42,0.0
2010-03-08,21498,21,RED RETROSPOT WRAP ,250,0.42000000000000004,0.0
2010-03-15,21498,21,RED RETROSPOT WRAP ,150,0.42,0.0
2010-03-22,21498,21,RED RETROSPOT WRAP ,125,0.42000000000000004,0.0
2010-03-29,21498,21,RED RETROSPOT WRAP ,125,0.42,0.0
2010-04-05,21498,21,RED RETROSPOT WRAP ,425,0.4066666666666667,0.0
2010-04-12,21498,21,RED RETROSPOT WRAP ,125,0.42000000000000004,0.0
2010-04-19,21498,21,RED RETROSPOT WRAP ,350,0.42,0.0
2010-04-26,21498,21,RED RETROSPOT WRAP ,275,0.42,0.0
2010-05-03,21498,21,RED RETROSPOT WRAP ,50,0.42,0.0
2010-05-10,21498,21,RED RETROSPOT WRAP ,150,0.42000000000000004,0.0
2010-05-17,21498,21,RED RETROSPOT WRAP ,225,0.42,0.0
2010-05-24,21498,21,RED RETROSPOT WRAP ,225,0.42,0.0
2010-05-31,21498,21,RED RETROSPOT WRAP ,150,0.42000000000000004,0.0
2010-06-07,21498,21,RED RETROSPOT WRAP ,225,0.42,0.0
2010-06-14,21498,21,RED RETROSPOT WRAP ,450,0.4111111111111111,0.0
2010-06-21,21498,21,RED RETROSPOT WRAP ,125,0.42000000000000004,0.0
2010-06-28,21498,21,RED RETROSPOT WRAP ,225,0.40222222222222226,0.0
2010-07-05,21498,21,RED RETROSPOT WRAP ,725,0.4066666666666667,0.0
2010-07-12,21498,21,RED RETROSPOT WRAP ,350,0.4127272727272727,0.0
2010-07-19,21498,21,RED RETROSPOT WRAP ,525,0.41384615384615386,0.0
2010-07-26,21498,21,RED RETROSPOT WRAP ,125,0.42,0.0
2010-08-02,21498,21,RED RETROSPOT WRAP ,400,0.41,0.0
2010-08-09,21498,21,RED RETROSPOT WRAP ,225,0.42,0.0
2010-08-16,21498,21,RED RETROSPOT WRAP ,150,0.42,0.0
2010-08-23,21498,21,RED RETROSPOT WRAP ,25,0.42,0.0
2010-08-30,21498,21,RED RETROSPOT WRAP ,75,0.42,0.0
2010-09-06,21498,21,RED RETROSPOT WRAP ,650,0.40222222222222226,0.0
2010-09-13,21498,21,RED RETROSPOT WRAP ,325,0.42,0.0
2010-09-20,21498,21,RED RETROSPOT WRAP ,300,0.42,0.0
2010-09-27,21498,21,RED RETROSPOT WRAP ,75,0.42,0.0
2010-09-27,21498,21,RED RETROSPOT WRAP ,150,0.42000000000000004,0.0
2010-10-04,21498,21,RED RETROSPOT WRAP ,375,0.42,0.0
2010-10-04,21498,21,RED RETROSPOT WRAP ,50,0.42,0.0
2010-10-11,21498,21,RED RETROSPOT WRAP ,350,0.42,0.0
2010-10-11,21498,21,RED RETROSPOT WRAP ,50,0.42,0.0
2010-10-18,21498,21,RED RETROSPOT WRAP ,375,0.41200000000000003,0.0
2010-10-25,21498,21,RED RETROSPOT WRAP ,275,0.42,0.0
2010-10-25,21498,21,RED RETROSPOT WRAP ,50,0.42,0.0
2010-11-01,21498,21,RED RETROSPOT WRAP ,100,0.42,0.0
2010-11-08,21498,21,RED RETROSPOT WRAP ,450,0.41200000000000003,0.0
2010-11-08,21498,21,RED RETROSPOT WRAP ,25,0.42,0.0
2010-11-15,21498,21,RED RETROSPOT WRAP ,400,0.42,0.0
2010-11-22,21498,21,RED RETROSPOT WRAP ,475,0.41333333333333333,0.0
2010-11-22,21498,21,RED RETROSPOT WRAP ,25,0.42,0.0
2010-11-29,21498,21,RED RETROSPOT WRAP ,750,0.39714285714285713,0.0
2010-12-06,21498,21,RED RETROSPOT WRAP ,225,0.42,0.0
2010-12-13,21498,21,RED RETROSPOT WRAP ,100,0.42,0.0
2011-01-03,21498,21,RED RETROSPOT WRAP ,175,0.42,0.0
2011-01-10,21498,21,RED RETROSPOT WRAP ,175,0.42,0.0
2011-01-17,21498,21,RED RETROSPOT WRAP ,150,0.42000000000000004,0.0
2011-01-24,21498,21,RED RETROSPOT WRAP ,250,0.42,0.0
2011-01-31,21498,21,RED RETROSPOT WRAP ,175,0.42,0.0
2011-02-07,21498,21,RED RETROSPOT WRAP ,75,0.42,0.0
2011-02-14,21498,21,RED RETROSPOT WRAP ,116,0.42000000000000004,0.0
2011-02-21,21498,21,RED RETROSPOT WRAP ,175,0.42,0.0
2011-02-28,21498,21,RED RETROSPOT WRAP ,425,0.4066666666666667,0.0
2011-03-07,21498,21,RED RETROSPOT WRAP ,50,0.42,0.0
2011-03-14,21498,21,RED RETROSPOT WRAP ,60,0.42,0.0
2011-03-21,21498,21,RED RETROSPOT WRAP ,75,0.42,0.0
2011-03-28,21498,21,RED RETROSPOT WRAP ,175,0.40857142857142853,0.0
2011-04-04,21498,21,RED RETROSPOT WRAP ,100,0.42,0.0
2011-04-11,21498,21,RED RETROSPOT WRAP ,150,0.42,0.0
2011-04-18,21498,21,RED RETROSPOT WRAP ,25,0.42,0.0
2011-04-25,21498,21,RED RETROSPOT WRAP ,50,0.42,0.0
2011-05-02,21498,21,RED RETROSPOT WRAP ,750,0.40857142857142853,0.0
2011-05-09,21498,21,RED RETROSPOT WRAP ,100,0.42,0.0
2011-05-16,21498,21,RED RETROSPOT WRAP ,75,0.42,0.0
2011-05-23,21498,21,RED RETROSPOT WRAP ,225,0.42,0.0
2011-05-30,21498,21,RED RETROSPOT WRAP ,150,0.42000000000000004,0.0
2011-06-06,21498,21,RED RETROSPOT WRAP ,200,0.42000000000000004,0.0
2011-06-13,21498,21,RED RETROSPOT WRAP ,175,0.42,0.0
2011-06-20,21498,21,RED RETROSPOT WRAP ,275,0.42,0.0
2011-06-27,21498,21,RED RETROSPOT WRAP ,150,0.42,0.0
2011-07-04,21498,21,RED RETROSPOT WRAP ,150,0.42000000000000004,0.0
2011-07-11,21498,21,RED RETROSPOT WRAP ,200,0.42,0.0
2011-07-18,21498,21,RED RETROSPOT WRAP ,250,0.42000000000000004,0.0
2011-07-25,21498,21,RED RETROSPOT WRAP ,100,0.42,0.0
2011-08-01,21498,21,RED RETROSPOT WRAP ,200,0.4,0.0
2011-08-08,21498,21,RED RETROSPOT WRAP ,100,0.42,0.0
2011-08-15,21498,21,RED RETROSPOT WRAP ,75,0.42,0.0
2011-08-22,21498,21,RED RETROSPOT WRAP ,100,0.42,0.0
2011-08-29,21498,21,RED RETROSPOT WRAP ,50,0.42,0.0
2011-09-05,21498,21,RED RETROSPOT WRAP ,275,0.42000000000000004,0.0
2011-09-12,21498,21,RED RETROSPOT WRAP ,125,0.42,0.0
2011-09-19,21498,21,RED RETROSPOT WRAP ,175,0.42,0.0
2011-09-26,21498,21,RED RETROSPOT WRAP ,275,0.414,0.0
2011-10-03,21498,21,RED RETROSPOT WRAP ,125,0.42000000000000004,0.0
2011-10-10,21498,21,RED RETROSPOT WRAP ,150,0.42,0.0
2011-10-17,21498,21,RED RETROSPOT WRAP ,100,0.42,0.0
2011-10-24,21498,21,RED RETROSPOT WRAP ,325,0.42,0.0
2011-10-31,21498,21,RED RETROSPOT WRAP ,325,0.415,0.0
2011-11-07,21498,21,RED RETROSPOT WRAP ,200,0.42,0.0
2011-11-14,21498,21,RED RETROSPOT WRAP ,250,0.42000000000000004,0.0
2011-11-21,21498,21,RED RETROSPOT WRAP ,225,0.42,0.0
2011-11-28,21498,21,RED RETROSPOT WRAP ,250,0.41333333333333333,0.0
2011-12-05,21498,21,RED RETROSPOT WRAP ,225,0.42,0.0
2009-11-30,21733,21,RED HANGING HEART T-LIGHT HOLDER,395,3.2262500000000003,0.0
2009-12-07,21733,21,RED HANGING HEART T-LIGHT HOLDER,377,3.081470588235294,0.0
2009-12-14,21733,21,RED HANGING HEART T-LIGHT HOLDER,215,3.007307692307692,0.0
2009-12-21,21733,21,RED HANGING HEART T-LIGHT HOLDER,10,2.95,0.0
2010-01-04,21733,21,RED HANGING HEART T-LIGHT HOLDER,206,2.8794117647058823,0.0
2010-01-11,21733,21,RED HANGING HEART T-LIGHT HOLDER,243,2.900588235294118,0.0
2010-01-18,21733,21,RED HANGING HEART T-LIGHT HOLDER,296,2.9015151515151514,0.0
2010-01-25,21733,21,RED HANGING HEART T-LIGHT HOLDER,655,3.1242222222222225,0.0
2010-02-01,21733,21,RED HANGING HEART T-LIGHT HOLDER,312,2.890740740740741,0.0
2010-02-08,21733,21,RED HANGING HEART T-LIGHT HOLDER,126,3.1206666666666667,0.0
2010-02-15,21733,21,RED HANGING HEART T-LIGHT HOLDER,47,3.376666666666667,0.0
2010-02-22,21733,21,RED HANGING HEART T-LIGHT HOLDER,122,2.91,0.0
2010-03-01,21733,21,RED HANGING HEART T-LIGHT HOLDER,54,3.3200000000000003,0.0
2010-03-08,21733,21,RED HANGING HEART T-LIGHT HOLDER,175,3.22,0.0
2010-03-15,21733,21,RED HANGING HEART T-LIGHT HOLDER,67,2.9000000000000004,0.0
2010-03-22,21733,21,RED HANGING HEART T-LIGHT HOLDER,100,3.376666666666667,0.0
2010-03-29,21733,21,RED HANGING HEART T-LIGHT HOLDER,67,2.9000000000000004,0.0
2010-04-05,21733,21,RED HANGING HEART T-LIGHT HOLDER,100,3.19,0.0
2010-04-12,21733,21,RED HANGING HEART T-LIGHT HOLDER,45,2.95,0.0
2010-04-19,21733,21,RED HANGING HEART T-LIGHT HOLDER,38,3.5633333333333335,0.0
2010-04-26,21733,21,RED HANGING HEART T-LIGHT HOLDER,158,3.085,0.0
2010-05-03,21733,21,RED HANGING HEART T-LIGHT HOLDER,20,2.9500000000000006,0.0
2010-05-10,21733,21,RED HANGING HEART T-LIGHT HOLDER,70,3.246,0.0
2010-05-17,21733,21,RED HANGING HEART T-LIGHT HOLDER,115,3.109166666666667,0.0
2010-05-24,21733,21,RED HANGING HEART T-LIGHT HOLDER,143,2.9192307692307695,0.0
2010-05-31,21733,21,RED HANGING HEART T-LIGHT HOLDER,104,2.8772727272727274,0.0
2010-06-07,21733,21,RED HANGING HEART T-LIGHT HOLDER,147,3.033809523809524,0.0
2010-06-14,21733,21,RED HANGING HEART T-LIGHT HOLDER,46,3.278888888888889,0.0
2010-06-21,21733,21,RED HANGING HEART T-LIGHT HOLDER,40,2.95,0.0
2010-06-28,21733,21,RED HANGING HEART T-LIGHT HOLDER,23,2.87,0.0
2010-07-05,21733,21,RED HANGING HEART T-LIGHT HOLDER,99,2.87,0.0
